ID del envio,Registre su tipo de empresa organizacion ciudadano,Provincia,Genero,CIIU,Tiene conocimientos de computacion y navegacion en internet,Conoce las oportunidades que el IOT (Internet de las cosas) puede aportar en su trabajo y empresa,Conoce las oportunidades que el IA (Inteligencia artificial) puede aportar en su trabajo y empresa,Conoce como utilizar herramientas de busqueda avanzada en Internet para mejorar los resultados en funcion de sus necesidades,Identifica parametros que deben cumplir las paginas web y la informacion online para considerar su confiabilidad y calidad,Clasifica la informacion mediante archivos y carpetas para facilitar su localizacion posterior,Conoce o ha utilizado servicios de alojamiento de archivos en la nube,Ha participado en consultas ciudadanas o encuestas a traves de internet (online) a propuestas de organizaciones publicas o sociales,"Usted sabe como generar un perfil publico, personal o profesional en las Redes Sociales, controlando los detalles de la imagen que quiere transmitir","Es capaz de utilizar los diferentes medios digitales para exponer de manera creativa esquemas graficos, mapas conceptuales, infografias","Sabe editar y modificar con herramientas digitales, el formato de diferentes tipos de archivo textos, fotografias, videos",Conoce los fundamentos de los procesos digitales y de la creacion de software. Entiendo los principios de la programacion,"Conoce y actua con prudencia cuando recibe mensajes cuyo remitente, contenido o archivo adjunto sea desconocido (SPAM)","Se interesa en conocer las politicas de privacidad de las plataformas que utiliza en Internet, asi como el tratamiento que hacen de sus datos personales","Se mantiene informado y actualizado sobre habitos saludables y seguros en el uso de la tecnologia, y los fomenta y los difunde","Es capaz de evaluar y elegir de manera adecuada un dispositivo, software, aplicacion o servicio para realizar sus tareas",Participa en experiencias innovadoras relacionadas con el uso de nuevas tecnologias,Conoce su nivel de competencia digital e identifica claramente sus carencias con respecto a los requisitos de su entorno laboral,Edad,Puntuacion
20500,Artesanos,Imbabura,Femenino,nan,Si,No,No,No,No,No,No,Si,No,No,No,No,No,Si,Si,No,No,Si,43.0,66
20501,Microempresarios,Pichincha,Masculino,Construccion.,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,No,No,Si,No,No,60.0,90
20502,Artesanos,Manabi,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28.0,83
20503,Ciudadano,Cotopaxi,Masculino,nan,Si,No,No,No,No,No,No,Si,No,Si,Si,No,No,No,No,No,No,No,28.0,71
20505,Microempresarios,Cotopaxi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,46.0,79
20506,Microempresarios,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56.0,47
20507,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,No,No,No,No,No,No,Si,Si,Si,Si,No,Si,34.0,108
20508,Microempresarios,Cotopaxi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,50.0,98
20509,Microempresarios,Tungurahua,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,35.0,64
20510,Microempresarios,El Oro,Masculino,Otras actividades de servicios.,No,Si,No,No,No,Si,No,No,No,No,No,No,Si,Si,Si,No,Si,No,40.0,75
20511,Microempresarios,Sucumbios,Femenino,Otras actividades de servicios.,Si,No,No,Si,No,Si,No,No,Si,Si,Si,No,Si,Si,Si,No,No,Si,33.0,89
20512,Artesanos,Pichincha,Femenino,nan,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,46.0,94
20513,Microempresarios,Cotopaxi,Femenino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,57.0,63
20514,Microempresarios,El Oro,Masculino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,33.0,135
20515,Microempresarios,Cotopaxi,Masculino,nan,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,65.0,49
20516,Microempresarios,Chimborazo,Femenino,Otras actividades de servicios.,Si,No,No,No,No,Si,No,Si,Si,No,No,No,Si,Si,Si,No,No,No,35.0,108
20518,Microempresarios,Guayas,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,Si,Si,Si,No,No,Si,33.0,101
20519,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,Si,Si,Si,No,No,No,Si,Si,No,Si,No,Si,Si,Si,No,No,Si,36.0,118
20520,Microempresarios,Tungurahua,Masculino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55.0,61
20521,Microempresarios,Napo,Otro,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,47
20522,Microempresarios,Guayas,Femenino,Industrias manufactureras.,Si,Si,Si,No,No,Si,No,Si,No,No,Si,No,Si,No,No,No,No,Si,46.0,85
20523,Microempresarios,Tungurahua,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48.0,48
20524,Microempresarios,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,21.0,51
20525,Ciudadano,Imbabura,Masculino,nan,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,41.0,82
20526,Ciudadano,Pichincha,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55.0,45
20527,Ciudadano,Cotopaxi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,42.0,70
20528,Microempresarios,Tungurahua,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48.0,47
20529,Microempresarios,Cotopaxi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25.0,65
20530,Grandes empresas e industria,Guayas,Masculino,Actividades de servicios administrativos y de apoyo.,No,No,Si,No,No,Si,No,Si,No,No,Si,Si,Si,Si,Si,No,Si,Si,75.0,127
20531,Artesanos,Cotopaxi,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26.0,71
20532,Microempresarios,Chimborazo,Masculino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45.0,50
20533,Artesanos,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51.0,55
20534,Microempresarios,Chimborazo,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,Si,No,No,Si,Si,Si,Si,No,Si,Si,Si,Si,No,No,34.0,57
20535,Artesanos,Pichincha,Masculino,Otras actividades de servicios.,No,No,No,No,No,Si,No,Si,Si,No,Si,No,No,Si,No,Si,Si,Si,40.0,102
20536,Microempresarios,Cotopaxi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,84
20537,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45.0,46
20538,Microempresarios,Chimborazo,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,33.0,108
20539,Artesanos,Imbabura,Femenino,nan,Si,No,No,No,No,No,No,Si,Si,Si,Si,No,Si,Si,No,No,No,Si,32.0,68
20540,Artesanos,Imbabura,Masculino,nan,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56.0,50
20541,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,Si,Si,Si,Si,No,No,Si,No,Si,Si,Si,No,No,No,36.0,68
20542,Artesanos,Pichincha,Femenino,Otras actividades de servicios.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,24.0,118
20543,Ciudadano,Chimborazo,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,50
20544,Microempresarios,Imbabura,Femenino,nan,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,35.0,81
20545,Microempresarios,Guayas,Masculino,Actividades de alojamiento y de servicio de comida.,Si,No,No,Si,No,Si,No,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,43.0,130
20546,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,Si,Si,Si,No,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,33.0,144
20547,Microempresarios,Imbabura,Femenino,Construccion.,Si,No,No,No,No,No,Si,Si,No,No,Si,No,Si,Si,Si,Si,No,No,36.0,70
20548,Microempresarios,Imbabura,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,Si,No,Si,No,No,No,No,Si,37.0,70
20549,Ciudadano,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.0,92
20550,Microempresarios,Azuay,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48.0,44
20551,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,No,No,Si,Si,Si,Si,No,Si,Si,No,Si,No,Si,Si,Si,No,Si,Si,35.0,130
20552,Microempresarios,Azuay,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60.0,44
20553,Artesanos,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,Si,Si,No,Si,Si,Si,No,Si,Si,Si,No,No,No,22.0,76
20554,Gobierno,nan,nan,nan,nan,nan,nan,No,Si,Si,No,Si,No,Si,Si,No,No,Si,Si,Si,Si,Si,nan,68
20555,Organizacion de Economia Popular y Solidaria,Azuay,Femenino,Actividades de organizaciones y organos extraterritoriales.,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,46.0,104
20556,Pyme,Pichincha,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,Si,No,No,Si,Si,No,No,No,33.0,79
20557,Artesanos,Guayas,Masculino,"Actividades profesionales, cientificas y tecnicas.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57.0,98
20558,Microempresarios,Azuay,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,49.0,44
20559,Ciudadano,Imbabura,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30.0,48
20560,Artesanos,Cotopaxi,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,No,No,No,No,No,Si,Si,Si,Si,No,No,No,Si,No,Si,Si,34.0,90
20561,Ciudadano,Guayas,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,No,Si,Si,Si,24.0,144
20562,Ciudadano,Cotopaxi,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,23.0,45
20563,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,Si,Si,Si,No,Si,Si,No,Si,No,Si,Si,Si,No,Si,Si,35.0,128
20564,Ciudadano,Imbabura,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,26.0,85
20565,Ciudadano,Loja,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,68
20566,Microempresarios,Imbabura,Femenino,Actividades de alojamiento y de servicio de comida.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,65.0,146
20567,Artesanos,Imbabura,Femenino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,51
20568,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29.0,47
20569,Artesanos,Cotopaxi,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,63
20570,Ciudadano,Imbabura,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,53
20571,Artesanos,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54.0,44
20572,Ciudadano,Loja,Otro,Transporte y almacenamiento.,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,28.0,109
20573,Microempresarios,Manabi,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,65
20574,Microempresarios,Cotopaxi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28.0,72
20575,Microempresarios,Imbabura,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,53
20576,Artesanos,Imbabura,Femenino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,No,Si,Si,Si,No,Si,No,Si,No,No,No,26.0,53
20577,Microempresarios,Loja,Femenino,Actividades de servicios administrativos y de apoyo.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,57
20578,Microempresarios,Tungurahua,Masculino,nan,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,Si,40.0,63
20579,Ciudadano,Chimborazo,Masculino,nan,Si,Si,Si,Si,No,Si,Si,Si,No,No,Si,No,No,No,Si,No,No,Si,37.0,110
20580,Ciudadano,El Oro,Femenino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,Si,No,No,Si,Si,No,Si,No,Si,Si,Si,Si,No,No,No,No,No,No,17.0,91
20581,Microempresarios,Manabi,Masculino,Actividades de alojamiento y de servicio de comida.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,69.0,52
20582,Ciudadano,Azuay,Masculino,Informacion y comunicacion.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,40.0,92
20583,Microempresarios,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,Si,Si,No,Si,No,No,No,No,No,Si,Si,Si,Si,68.0,143
20584,Microempresarios,Guayas,Masculino,nan,Si,No,Si,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,27.0,123
20585,Artesanos,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,No,Si,No,Si,No,No,No,No,26.0,93
20586,Microempresarios,Carchi,Femenino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,No,Si,No,No,No,Si,No,Si,No,Si,No,21.0,92
20587,Microempresarios,Tungurahua,Femenino,Informacion y comunicacion.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,56
20588,Organizacion de Economia Popular y Solidaria,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,39.0,109
20589,Microempresarios,Carchi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,30.0,86
20590,Microempresarios,Manabi,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,54
20591,Ciudadano,Cotopaxi,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,19.0,141
20592,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,No,Si,Si,No,No,No,No,No,No,Si,Si,No,Si,Si,Si,No,No,Si,34.0,132
20593,Microempresarios,Guayas,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,42.0,131
20594,Pyme,Guayas,Femenino,nan,Si,No,No,Si,No,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,No,27.0,133
20595,Ciudadano,Cotopaxi,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,No,No,No,Si,Si,No,No,No,No,No,Si,No,No,No,No,No,40.0,114
20596,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,23.0,98
20597,Grandes empresas e industria,Guayas,Femenino,Actividades de atencion de la salud humana y de asistencia social.,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,30.0,139
20598,Artesanos,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,62
20599,Microempresarios,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,43.0,143
20600,Ciudadano,Pichincha,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26.0,65
20601,Microempresarios,El Oro,Femenino,nan,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,30.0,122
20602,Pyme,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,No,No,No,Si,Si,Si,No,No,No,No,No,Si,No,Si,17.0,127
20603,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,30.0,69
20604,Microempresarios,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.0,50
20605,Ciudadano,Esmeraldas,Masculino,Otras actividades de servicios.,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,33.0,79
20606,Pyme,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,39.0,73
20607,Microempresarios,El Oro,Femenino,Actividades de atencion de la salud humana y de asistencia social.,Si,Si,No,No,No,Si,Si,Si,No,Si,Si,No,Si,Si,No,Si,Si,No,56.0,108
20608,Pyme,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,23.0,74
20609,Artesanos,El Oro,Masculino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,Si,No,Si,No,No,No,Si,Si,Si,No,Si,No,40.0,86
20610,Microempresarios,El Oro,Masculino,Otras actividades de servicios.,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,45.0,69
20611,Microempresarios,Santa Elena,Femenino,nan,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,45.0,120
20612,Pyme,Cotopaxi,Femenino,Ensenanza.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27.0,55
20613,Microempresarios,Manabi,Femenino,Construccion.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45.0,53
20614,Pyme,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27.0,82
20615,Microempresarios,El Oro,Masculino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,43.0,90
20616,Ciudadano,Pichincha,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,60.0,73
20617,Microempresarios,Manabi,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45.0,57
20618,Microempresarios,El Oro,Femenino,Industrias manufactureras.,No,Si,Si,No,No,Si,Si,Si,Si,Si,No,No,Si,Si,No,No,No,No,51.0,117
20619,Microempresarios,Galapagos,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,Si,Si,No,No,Si,Si,Si,No,Si,Si,Si,Si,No,Si,46.0,130
20620,Microempresarios,El Oro,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,Si,26.0,83
20621,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",No,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,46.0,106
20622,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,47
20623,Ciudadano,Cotopaxi,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,64.0,47
20624,Ciudadano,Cotopaxi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,Si,Si,No,No,No,No,No,No,No,34.0,57
20625,Microempresarios,Guayas,Femenino,nan,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,46.0,117
20626,Ciudadano,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,62.0,106
20627,Microempresarios,Cotopaxi,Femenino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,32.0,85
20628,Microempresarios,Cotopaxi,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59.0,53
20629,Microempresarios,El Oro,Femenino,nan,No,No,No,No,Si,Si,No,No,No,No,No,No,Si,Si,Si,No,No,Si,54.0,101
20630,Ciudadano,Cotopaxi,Masculino,Transporte y almacenamiento.,Si,No,No,No,No,No,No,No,No,Si,No,No,No,Si,Si,No,No,No,36.0,96
20631,Ciudadano,Santa Elena,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,30.0,106
20632,Microempresarios,Santa Elena,Masculino,nan,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,26.0,136
20633,Microempresarios,Cotopaxi,Masculino,"Actividades profesionales, cientificas y tecnicas.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,30.0,129
20634,Microempresarios,Pichincha,Femenino,"Actividades profesionales, cientificas y tecnicas.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,44.0,158
20635,Ciudadano,Pichincha,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,45.0,75
20636,Microempresarios,Galapagos,Femenino,nan,Si,No,No,Si,No,Si,Si,Si,No,No,Si,No,Si,Si,No,Si,Si,Si,36.0,128
20637,Microempresarios,Pichincha,Femenino,Otras actividades de servicios.,Si,Si,No,No,No,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,30.0,110
20638,Artesanos,Manabi,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,91
20639,Microempresarios,Santa Elena,Masculino,nan,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,27.0,139
20640,Ciudadano,Loja,Femenino,Actividades de servicios administrativos y de apoyo.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30.0,66
20641,Microempresarios,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.0,75
20642,Microempresarios,Guayas,Masculino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,No,Si,No,Si,Si,Si,No,Si,No,No,No,21.0,87
20643,Ciudadano,Imbabura,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,Si,No,Si,Si,Si,No,Si,No,Si,No,No,No,22.0,56
20644,Ciudadano,Imbabura,Femenino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,37.0,61
20645,Microempresarios,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,59
20646,Artesanos,El Oro,Femenino,"Artes, entretenimiento y recreacion.",Si,Si,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,Si,Si,No,22.0,119
20647,Microempresarios,Cotopaxi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,23.0,47
20648,Artesanos,Cotopaxi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,No,No,42.0,68
20649,Microempresarios,El Oro,Femenino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,38.0,46
20650,Microempresarios,Tungurahua,Femenino,Construccion.,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,55.0,65
20651,Artesanos,Tungurahua,Masculino,Industrias manufactureras.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,39.0,140
20652,Artesanos,Tungurahua,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62.0,48
20653,Artesanos,Cotopaxi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,65.0,47
20654,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,No,No,No,Si,Si,Si,Si,37.0,147
20655,Ciudadano,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,111
20656,Microempresarios,Tungurahua,Femenino,Otras actividades de servicios.,Si,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,31.0,140
20657,Artesanos,Santa Elena,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,26.0,137
20658,Ciudadano,Tungurahua,Masculino,Construccion.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30.0,50
